ARCHIVO GENERADO AUTOMÁTICAMENTE POR unir_logs.py
Fecha de generación: 2026-07-21 14:26:32
[2026-07-21 13:07:42.844] El soldado Pos1 disparó con éxito. Arma: basica | Balas restantes: 11
[2026-07-21 13:08:52.877] Auditoría inicial del escuadrón. Total de soldados detectados: 5 | Vida Total: 75
[2026-07-21 13:08:52.878] El soldado 'Pos1' tiene su munición lista.
[2026-07-21 13:08:52.878] El soldado 'Pos2' tiene su munición lista.
[2026-07-21 13:08:52.881] El soldado 'Pos3' tiene su munición lista.
[2026-07-21 13:08:52.882] El soldado 'Pos4' tiene su munición lista.
[2026-07-21 13:08:52.883] El soldado 'Pos5' tiene su munición lista.
[2026-07-21 13:08:52.885] Salud global del escuadrón: 75/75 (100%)
[2026-07-21 13:09:19.307] Auditoría inicial del escuadrón. Total de soldados detectados: 5 | Vida Total: 75
[2026-07-21 13:09:19.310] El soldado 'Pos1' tiene su munición lista.
[2026-07-21 13:09:19.311] El soldado 'Pos2' tiene su munición lista.
[2026-07-21 13:09:19.312] El soldado 'Pos3' tiene su munición lista.
[2026-07-21 13:09:19.313] El soldado 'Pos4' tiene su munición lista.
[2026-07-21 13:09:19.314] El soldado 'Pos5' tiene su munición lista.
[2026-07-21 13:09:19.316] Salud global del escuadrón: 75/75 (100%)
[2026-07-21 13:09:52.215] Auditoría inicial del escuadrón. Total de soldados detectados: 5 | Vida Total: 75
[2026-07-21 13:09:52.217] El soldado 'Pos1' tiene su munición lista.
[2026-07-21 13:09:52.219] El soldado 'Pos2' tiene su munición lista.
[2026-07-21 13:09:52.220] El soldado 'Pos3' tiene su munición lista.
[2026-07-21 13:09:52.222] El soldado 'Pos4' tiene su munición lista.
[2026-07-21 13:09:52.224] El soldado 'Pos5' tiene su munición lista.
[2026-07-21 13:09:52.225] Salud global del escuadrón: 75/75 (100%)
[2026-07-21 14:07:08.233] Auditoría inicial del escuadrón. Total de soldados detectados: 5 | Vida Total: 75
[2026-07-21 14:07:08.235] El soldado 'Pos1' tiene su munición lista.
[2026-07-21 14:07:08.236] El soldado 'Pos2' tiene su munición lista.
[2026-07-21 14:07:08.237] El soldado 'Pos3' tiene su munición lista.
[2026-07-21 14:07:08.237] El soldado 'Pos4' tiene su munición lista.
[2026-07-21 14:07:08.239] El soldado 'Pos5' tiene su munición lista.
[2026-07-21 14:07:08.240] Salud global del escuadrón: 75/75 (100%)
[2026-07-21 14:07:31.905] El soldado Pos4 disparó con éxito. Arma: basica | Balas restantes: 11
[2026-07-21 14:07:31.942] El soldado Pos3 disparó con éxito. Arma: basica | Balas restantes: 11
[2026-07-21 14:07:32.152] El soldado Pos5 disparó con éxito. Arma: basica | Balas restantes: 11
[2026-07-21 14:07:33.055] El soldado Pos2 disparó con éxito. Arma: basica | Balas restantes: 11
[2026-07-21 14:07:34.110] El soldado Pos1 disparó con éxito. Arma: basica | Balas restantes: 11
[2026-07-21 14:07:35.235] El soldado Pos4 disparó con éxito. Arma: basica | Balas restantes: 10
[2026-07-21 14:07:35.276] El soldado Pos3 disparó con éxito. Arma: basica | Balas restantes: 10
[2026-07-21 14:07:35.487] El soldado Pos5 disparó con éxito. Arma: basica | Balas restantes: 10
[2026-07-21 14:07:36.390] El soldado Pos2 disparó con éxito. Arma: basica | Balas restantes: 10
[2026-07-21 14:07:37.444] El soldado Pos1 disparó con éxito. Arma: basica | Balas restantes: 10
[2026-07-21 14:07:38.570] El soldado Pos4 disparó con éxito. Arma: basica | Balas restantes: 9
[2026-07-21 14:07:38.610] El soldado Pos3 disparó con éxito. Arma: basica | Balas restantes: 9
[2026-07-21 14:07:38.821] El soldado Pos5 disparó con éxito. Arma: basica | Balas restantes: 9
[2026-07-21 14:07:39.729] El soldado Pos2 disparó con éxito. Arma: basica | Balas restantes: 9
[2026-07-21 14:07:40.781] El soldado Pos1 disparó con éxito. Arma: basica | Balas restantes: 9
[2026-07-21 14:07:41.904] El soldado Pos4 disparó con éxito. Arma: basica | Balas restantes: 8
[2026-07-21 14:07:41.944] El soldado Pos3 disparó con éxito. Arma: basica | Balas restantes: 8
[2026-07-21 14:07:42.155] El soldado Pos5 disparó con éxito. Arma: basica | Balas restantes: 8
[2026-07-21 14:07:43.062] El soldado Pos2 disparó con éxito. Arma: basica | Balas restantes: 8
[2026-07-21 14:07:44.115] El soldado Pos1 disparó con éxito. Arma: basica | Balas restantes: 8
[2026-07-21 14:07:45.237] El soldado Pos4 disparó con éxito. Arma: basica | Balas restantes: 7
[2026-07-21 14:07:45.280] El soldado Pos3 disparó con éxito. Arma: basica | Balas restantes: 7
[2026-07-21 14:07:45.491] El soldado Pos5 disparó con éxito. Arma: basica | Balas restantes: 7
[2026-07-21 14:07:46.400] El soldado Pos2 disparó con éxito. Arma: basica | Balas restantes: 7
[2026-07-21 14:07:47.452] El soldado Pos1 disparó con éxito. Arma: basica | Balas restantes: 7
[2026-07-21 14:07:48.574] El soldado Pos4 disparó con éxito. Arma: basica | Balas restantes: 6
[2026-07-21 14:07:48.617] El soldado Pos3 disparó con éxito. Arma: basica | Balas restantes: 6
[2026-07-21 14:07:48.825] El soldado Pos5 disparó con éxito. Arma: basica | Balas restantes: 6
[2026-07-21 14:07:49.735] El soldado Pos2 disparó con éxito. Arma: basica | Balas restantes: 6
[2026-07-21 14:07:50.787] El soldado Pos1 disparó con éxito. Arma: basica | Balas restantes: 6
[2026-07-21 14:07:51.923] El soldado Pos4 disparó con éxito. Arma: basica | Balas restantes: 5
[2026-07-21 14:07:51.951] El soldado Pos3 disparó con éxito. Arma: basica | Balas restantes: 5
[2026-07-21 14:07:52.161] El soldado Pos5 disparó con éxito. Arma: basica | Balas restantes: 5
[2026-07-21 14:07:53.072] El soldado Pos2 disparó con éxito. Arma: basica | Balas restantes: 5
[2026-07-21 14:07:54.122] El soldado Pos1 disparó con éxito. Arma: basica | Balas restantes: 5
[2026-07-21 14:07:55.248] El soldado Pos4 disparó con éxito. Arma: basica | Balas restantes: 4
[2026-07-21 14:07:55.286] El soldado Pos3 disparó con éxito. Arma: basica | Balas restantes: 4
[2026-07-21 14:07:55.497] El soldado Pos5 disparó con éxito. Arma: basica | Balas restantes: 4
[2026-07-21 14:07:56.407] El soldado Pos2 disparó con éxito. Arma: basica | Balas restantes: 4
[2026-07-21 14:07:57.457] El soldado Pos1 disparó con éxito. Arma: basica | Balas restantes: 4
[2026-07-21 14:20:02.566] Auditoría inicial del escuadrón. Total de soldados detectados: 5 | Vida Total: 75
[2026-07-21 14:20:02.567] El soldado 'Pos1' tiene su munición lista.
[2026-07-21 14:20:02.568] El soldado 'Pos2' tiene su munición lista.
[2026-07-21 14:20:02.570] El soldado 'Pos3' tiene su munición lista.
[2026-07-21 14:20:02.571] El soldado 'Pos4' tiene su munición lista.
[2026-07-21 14:20:02.573] El soldado 'Pos5' tiene su munición lista.
[2026-07-21 14:20:02.575] Salud global del escuadrón: 75/75 (100%)
[2026-07-21 14:20:19.860] El soldado Pos4 disparó con éxito. Arma: basica | Balas restantes: 11
[2026-07-21 14:20:19.894] El soldado Pos3 disparó con éxito. Arma: basica | Balas restantes: 11
[2026-07-21 14:20:20.104] El soldado Pos5 disparó con éxito. Arma: basica | Balas restantes: 11
[2026-07-21 14:20:21.013] El soldado Pos2 disparó con éxito. Arma: basica | Balas restantes: 11
[2026-07-21 14:20:22.064] El soldado Pos1 disparó con éxito. Arma: basica | Balas restantes: 11
[2026-07-21 14:20:23.191] El soldado Pos4 disparó con éxito. Arma: basica | Balas restantes: 10
[2026-07-21 14:20:23.226] El soldado Pos3 disparó con éxito. Arma: basica | Balas restantes: 10
[2026-07-21 14:20:23.439] El soldado Pos5 disparó con éxito. Arma: basica | Balas restantes: 10
[2026-07-21 14:20:24.349] El soldado Pos2 disparó con éxito. Arma: basica | Balas restantes: 10
[2026-07-21 14:20:25.399] El soldado Pos1 disparó con éxito. Arma: basica | Balas restantes: 10
[2026-07-21 14:20:26.525] El soldado Pos4 disparó con éxito. Arma: basica | Balas restantes: 9
[2026-07-21 14:20:26.561] El soldado Pos3 disparó con éxito. Arma: basica | Balas restantes: 9
[2026-07-21 14:20:26.774] El soldado Pos5 disparó con éxito. Arma: basica | Balas restantes: 9
[2026-07-21 14:20:27.682] El soldado Pos2 disparó con éxito. Arma: basica | Balas restantes: 9
[2026-07-21 14:20:28.735] El soldado Pos1 disparó con éxito. Arma: basica | Balas restantes: 9
[2026-07-21 14:20:29.860] El soldado Pos4 disparó con éxito. Arma: basica | Balas restantes: 8
[2026-07-21 14:20:29.897] El soldado Pos3 disparó con éxito. Arma: basica | Balas restantes: 8
[2026-07-21 14:20:30.111] El soldado Pos5 disparó con éxito. Arma: basica | Balas restantes: 8
[2026-07-21 14:20:31.021] El soldado Pos2 disparó con éxito. Arma: basica | Balas restantes: 8
[2026-07-21 14:20:32.069] El soldado Pos1 disparó con éxito. Arma: basica | Balas restantes: 8
[2026-07-21 14:20:33.196] El soldado Pos4 disparó con éxito. Arma: basica | Balas restantes: 7
[2026-07-21 14:20:33.232] El soldado Pos3 disparó con éxito. Arma: basica | Balas restantes: 7
[2026-07-21 14:20:33.445] El soldado Pos5 disparó con éxito. Arma: basica | Balas restantes: 7
[2026-07-21 14:20:34.357] El soldado Pos2 disparó con éxito. Arma: basica | Balas restantes: 7
[2026-07-21 14:20:35.404] El soldado Pos1 disparó con éxito. Arma: basica | Balas restantes: 7
[2026-07-21 14:20:36.531] El soldado Pos4 disparó con éxito. Arma: basica | Balas restantes: 6
[2026-07-21 14:20:36.569] El soldado Pos3 disparó con éxito. Arma: basica | Balas restantes: 6
[2026-07-21 14:20:36.782] El soldado Pos5 disparó con éxito. Arma: basica | Balas restantes: 6
[2026-07-21 14:20:37.693] El soldado Pos2 disparó con éxito. Arma: basica | Balas restantes: 6
[2026-07-21 14:20:38.743] El soldado Pos1 disparó con éxito. Arma: basica | Balas restantes: 6
[2026-07-21 14:20:39.868] El soldado Pos4 disparó con éxito. Arma: basica | Balas restantes: 5
[2026-07-21 14:20:39.905] El soldado Pos3 disparó con éxito. Arma: basica | Balas restantes: 5
[2026-07-21 14:20:40.119] El soldado Pos5 disparó con éxito. Arma: basica | Balas restantes: 5
[2026-07-21 14:20:41.027] El soldado Pos2 disparó con éxito. Arma: basica | Balas restantes: 5
[2026-07-21 14:20:42.077] El soldado Pos1 disparó con éxito. Arma: basica | Balas restantes: 5
[2026-07-21 14:20:43.202] El soldado Pos4 disparó con éxito. Arma: basica | Balas restantes: 4
[2026-07-21 14:20:43.240] El soldado Pos3 disparó con éxito. Arma: basica | Balas restantes: 4
[2026-07-21 14:20:43.451] El soldado Pos5 disparó con éxito. Arma: basica | Balas restantes: 4
[2026-07-21 14:20:44.360] El soldado Pos2 disparó con éxito. Arma: basica | Balas restantes: 4
[2026-07-21 14:25:09.217] Auditoría inicial del escuadrón. Total de soldados detectados: 5 | Vida Total: 75
[2026-07-21 14:25:09.219] El soldado 'Pos1' tiene su munición lista.
[2026-07-21 14:25:09.219] El soldado 'Pos2' tiene su munición lista.
[2026-07-21 14:25:09.220] El soldado 'Pos3' tiene su munición lista.
[2026-07-21 14:25:09.222] El soldado 'Pos4' tiene su munición lista.
[2026-07-21 14:25:09.222] El soldado 'Pos5' tiene su munición lista.
[2026-07-21 14:25:09.225] Salud global del escuadrón: 75/75 (100%)
[2026-07-21 14:25:26.453] El soldado Pos4 disparó con éxito. Arma: basica | Balas restantes: 11
[2026-07-21 14:25:26.487] El soldado Pos3 disparó con éxito. Arma: basica | Balas restantes: 11
[2026-07-21 14:25:26.696] El soldado Pos5 disparó con éxito. Arma: basica | Balas restantes: 11
[2026-07-21 14:25:27.605] El soldado Pos2 disparó con éxito. Arma: basica | Balas restantes: 11
[2026-07-21 14:25:28.663] El soldado Pos1 disparó con éxito. Arma: basica | Balas restantes: 11
[2026-07-21 14:25:29.784] El soldado Pos4 disparó con éxito. Arma: basica | Balas restantes: 10
[2026-07-21 14:25:29.823] El soldado Pos3 disparó con éxito. Arma: basica | Balas restantes: 10
[2026-07-21 14:25:30.031] El soldado Pos5 disparó con éxito. Arma: basica | Balas restantes: 10
[2026-07-21 14:25:30.941] El soldado Pos2 disparó con éxito. Arma: basica | Balas restantes: 10
[2026-07-21 14:25:31.997] El soldado Pos1 disparó con éxito. Arma: basica | Balas restantes: 10
[2026-07-21 14:25:33.120] El soldado Pos4 disparó con éxito. Arma: basica | Balas restantes: 9
[2026-07-21 14:25:33.159] El soldado Pos3 disparó con éxito. Arma: basica | Balas restantes: 9
[2026-07-21 14:25:33.365] El soldado Pos5 disparó con éxito. Arma: basica | Balas restantes: 9
[2026-07-21 14:25:34.279] El soldado Pos2 disparó con éxito. Arma: basica | Balas restantes: 9
[2026-07-21 14:25:35.333] El soldado Pos1 disparó con éxito. Arma: basica | Balas restantes: 9
[2026-07-21 14:25:36.456] El soldado Pos4 disparó con éxito. Arma: basica | Balas restantes: 8
[2026-07-21 14:25:36.490] El soldado Pos3 disparó con éxito. Arma: basica | Balas restantes: 8
[2026-07-21 14:25:36.702] El soldado Pos5 disparó con éxito. Arma: basica | Balas restantes: 8
[2026-07-21 14:25:37.615] El soldado Pos2 disparó con éxito. Arma: basica | Balas restantes: 8
[2026-07-21 14:25:38.668] El soldado Pos1 disparó con éxito. Arma: basica | Balas restantes: 8
[2026-07-21 14:25:39.791] El soldado Pos4 disparó con éxito. Arma: basica | Balas restantes: 7
[2026-07-21 14:25:39.824] El soldado Pos3 disparó con éxito. Arma: basica | Balas restantes: 7
[2026-07-21 14:25:40.036] El soldado Pos5 disparó con éxito. Arma: basica | Balas restantes: 7
[2026-07-21 14:25:40.952] El soldado Pos2 disparó con éxito. Arma: basica | Balas restantes: 7
[2026-07-21 14:25:42.003] El soldado Pos1 disparó con éxito. Arma: basica | Balas restantes: 7
[2026-07-21 14:25:43.126] El soldado Pos4 disparó con éxito. Arma: basica | Balas restantes: 6
[2026-07-21 14:25:43.158] El soldado Pos3 disparó con éxito. Arma: basica | Balas restantes: 6
[2026-07-21 14:25:43.372] El soldado Pos5 disparó con éxito. Arma: basica | Balas restantes: 6
[2026-07-21 14:25:44.288] El soldado Pos2 disparó con éxito. Arma: basica | Balas restantes: 6
[2026-07-21 14:25:45.340] El soldado Pos1 disparó con éxito. Arma: basica | Balas restantes: 6
[2026-07-21 14:25:46.461] El soldado Pos4 disparó con éxito. Arma: basica | Balas restantes: 5
[2026-07-21 14:25:46.493] El soldado Pos3 disparó con éxito. Arma: basica | Balas restantes: 5
[2026-07-21 14:25:46.710] El soldado Pos5 disparó con éxito. Arma: basica | Balas restantes: 5
[2026-07-21 14:25:47.623] El soldado Pos2 disparó con éxito. Arma: basica | Balas restantes: 5
[2026-07-21 14:25:48.679] El soldado Pos1 disparó con éxito. Arma: basica | Balas restantes: 5
[2026-07-21 14:25:49.797] El soldado Pos4 disparó con éxito. Arma: basica | Balas restantes: 4
[2026-07-21 14:25:49.835] El soldado Pos3 disparó con éxito. Arma: basica | Balas restantes: 4
[2026-07-21 14:25:50.047] El soldado Pos5 disparó con éxito. Arma: basica | Balas restantes: 4
[2026-07-21 14:25:50.959] El soldado Pos2 disparó con éxito. Arma: basica | Balas restantes: 4
[2026-07-21 14:25:52.012] El soldado Pos1 disparó con éxito. Arma: basica | Balas restantes: 4
[2026-07-21 14:25:53.135] El soldado Pos4 disparó con éxito. Arma: basica | Balas restantes: 3
[2026-07-21 14:25:53.169] El soldado Pos3 disparó con éxito. Arma: basica | Balas restantes: 3
[2026-07-21 14:25:53.382] El soldado Pos5 disparó con éxito. Arma: basica | Balas restantes: 3
[2026-07-21 14:25:54.296] El soldado Pos2 disparó con éxito. Arma: basica | Balas restantes: 3

================================================================================
ARCHIVO: GameManager.log
================================================================================
﻿[2026-07-20 22:46:28.570] GameManager inicializado. Meta enemigos: 150 (Sistema de mejoras deshabilitado, centrado en Armería).
[2026-07-20 22:46:32.818] Recurso recogido: Cristal x1. Cristales=1, Artefactos=0
[2026-07-21 12:05:12.778] GameManager inicializado. Meta enemigos: 150 (Sistema de mejoras deshabilitado, centrado en Armería).
[2026-07-21 12:05:16.867] Recurso recogido: Cristal x1. Cristales=1, Artefactos=0
[2026-07-21 12:34:01.846] GameManager inicializado. Meta enemigos: 150 (Sistema de mejoras deshabilitado, centrado en Armería).
[2026-07-21 12:35:27.723] GameManager inicializado. Meta enemigos: 150 (Sistema de mejoras deshabilitado, centrado en Armería).
[2026-07-21 12:35:44.682] Enemigo eliminado. Eliminados: 1 | Vivos: -1 | Puntos: 2
[2026-07-21 13:02:25.078] GameManager inicializado. Meta enemigos: 150 (Sistema de mejoras deshabilitado, centrado en Armería).
[2026-07-21 13:04:38.623] GameManager inicializado. Meta enemigos: 150 (Sistema de mejoras deshabilitado, centrado en Armería).
[2026-07-21 13:06:05.613] GameManager inicializado. Meta enemigos: 150 (Sistema de mejoras deshabilitado, centrado en Armería).
[2026-07-21 13:06:22.368] Enemigo eliminado. Eliminados: 1 | Vivos: -1 | Puntos: 2
[2026-07-21 13:06:50.427] GameManager inicializado. Meta enemigos: 150 (Sistema de mejoras deshabilitado, centrado en Armería).
[2026-07-21 13:07:23.218] GameManager inicializado. Meta enemigos: 150 (Sistema de mejoras deshabilitado, centrado en Armería).
[2026-07-21 13:08:52.871] GameManager inicializado. Meta enemigos: 150 (Sistema de mejoras deshabilitado, centrado en Armería).
[2026-07-21 13:09:19.302] GameManager inicializado. Meta enemigos: 150 (Sistema de mejoras deshabilitado, centrado en Armería).
[2026-07-21 13:09:52.208] GameManager inicializado. Meta enemigos: 150 (Sistema de mejoras deshabilitado, centrado en Armería).
[2026-07-21 14:07:08.228] GameManager inicializado. Meta enemigos: 150 (Sistema de mejoras deshabilitado, centrado en Armería).
[2026-07-21 14:07:42.974] Enemigo eliminado. Eliminados: 1 | Vivos: -1 | Puntos: 2
[2026-07-21 14:07:43.855] Enemigo eliminado. Eliminados: 2 | Vivos: -2 | Puntos: 4
[2026-07-21 14:07:43.901] Enemigo eliminado. Eliminados: 3 | Vivos: -3 | Puntos: 6
[2026-07-21 14:07:53.520] Enemigo eliminado. Eliminados: 4 | Vivos: -4 | Puntos: 8
[2026-07-21 14:07:54.500] Enemigo eliminado. Eliminados: 5 | Vivos: -5 | Puntos: 10
[2026-07-21 14:20:02.561] GameManager inicializado. Meta enemigos: 150 (Sistema de mejoras deshabilitado, centrado en Armería).
[2026-07-21 14:20:30.925] Enemigo eliminado. Eliminados: 1 | Vivos: -1 | Puntos: 2
[2026-07-21 14:20:31.812] Enemigo eliminado. Eliminados: 2 | Vivos: -2 | Puntos: 4
[2026-07-21 14:20:31.857] Enemigo eliminado. Eliminados: 3 | Vivos: -3 | Puntos: 6
[2026-07-21 14:20:41.464] Enemigo eliminado. Eliminados: 4 | Vivos: -4 | Puntos: 8
[2026-07-21 14:25:09.211] GameManager inicializado. Meta enemigos: 150 (Sistema de mejoras deshabilitado, centrado en Armería).
[2026-07-21 14:25:37.523] Enemigo eliminado. Eliminados: 1 | Vivos: -1 | Puntos: 2
[2026-07-21 14:25:38.410] Enemigo eliminado. Eliminados: 2 | Vivos: -2 | Puntos: 4
[2026-07-21 14:25:38.451] Enemigo eliminado. Eliminados: 3 | Vivos: -3 | Puntos: 6
[2026-07-21 14:25:40.518] Recurso recogido: Artefacto x1. Cristales=0, Artefactos=1
[2026-07-21 14:25:41.393] Recurso recogido: Artefacto x1. Cristales=0, Artefactos=2
[2026-07-21 14:25:41.434] Recurso recogido: Artefacto x1. Cristales=0, Artefactos=3
[2026-07-21 14:25:48.056] Enemigo eliminado. Eliminados: 4 | Vivos: -4 | Puntos: 8
[2026-07-21 14:25:51.056] Recurso recogido: Artefacto x1. Cristales=0, Artefactos=4

================================================================================
ARCHIVO: MenuInteractivo.log
================================================================================
﻿[2026-07-20 22:46:28.595] Menú interactivo inicializado. Canvas oculto al iniciar.
